05/16/13 08:15:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
dm-9              0.00     0.00    9.75   16.05   863.97   552.58    54.90     0.01    0.40   0.30   0.77
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 07:30:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   10.50   14.77   870.07   575.11    57.21     0.01    0.36   0.32   0.80
dm-0              0.01     4.28   10.14   14.77   867.15   575.11    57.91     0.01    0.39   0.34   0.85
dm-3              0.00     0.00    0.11    0.00     2.39     0.00    21.69     0.00    0.16   0.14   0.00
dm-4              0.00     0.00    9.81   19.04   862.99   575.11    49.84     0.02    0.67   0.29   0.83
dm-5              0.00     0.00    0.43    0.11     3.47     0.87     8.00     0.00    0.60   0.05   0.00
dm-6              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.01     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    3.02     0.77    24.19     8.24     0.01    3.02   0.23   0.07
dm-9              0.00     0.00    9.72   16.02   861.46   550.92    54.88     0.01    0.40   0.30   0.77
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 07:35:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   10.46   14.73   867.50   573.47    57.18     0.01    0.36   0.32   0.80
dm-0              0.01     4.27   10.11   14.73   864.57   573.47    57.89     0.01    0.39   0.34   0.85
dm-3              0.00     0.00    0.11    0.00     2.38     0.00    21.65     0.00    0.16   0.14   0.00
dm-4              0.00     0.00    9.78   19.01   860.42   573.47    49.80     0.02    0.67   0.29   0.83
dm-5              0.00     0.00    0.43    0.11     3.45     0.87     8.00     0.00    0.59   0.05   0.00
dm-6              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.01     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    3.02     0.77    24.19     8.23     0.01    3.02   0.23   0.07
dm-9              0.00     0.00    9.69   15.98   858.90   549.28    54.86     0.01    0.40   0.30   0.77
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 07:40:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   10.43   14.70   864.96   571.87    57.16     0.01    0.36   0.32   0.80
dm-0              0.01     4.27   10.07   14.70   862.04   571.87    57.87     0.01    0.39   0.34   0.84
dm-3              0.00     0.00    0.11    0.00     2.38     0.00    21.61     0.00    0.16   0.13   0.00
dm-4              0.00     0.00    9.75   18.97   857.90   571.87    49.77     0.02    0.67   0.29   0.83
dm-5              0.00     0.00    0.43    0.11     3.44     0.88     8.00     0.00    0.59   0.05   0.00
dm-6              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.01     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    3.02     0.77    24.20     8.23     0.01    3.02   0.23   0.07
dm-9              0.00     0.00    9.66   15.95   856.38   547.67    54.84     0.01    0.40   0.30   0.76
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 07:45:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   10.40   14.67   862.65   570.27    57.14     0.01    0.36   0.32   0.80
dm-0              0.01     4.27   10.05   14.67   859.72   570.27    57.85     0.01    0.39   0.34   0.84
dm-3              0.00     0.00    0.11    0.00     2.37     0.00    21.57     0.00    0.16   0.13   0.00
dm-4              0.00     0.00    9.72   18.94   855.59   570.27    49.74     0.02    0.67   0.29   0.83
dm-5              0.00     0.00    0.43    0.11     3.43     0.88     8.00     0.00    0.59   0.05   0.00
dm-6              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.01     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    3.03     0.76    24.20     8.23     0.01    3.02   0.23   0.07
dm-9              0.00     0.00    9.63   15.91   854.07   546.06    54.82     0.01    0.40   0.30   0.76
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 07:50:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   10.37   14.64   860.43   568.68    57.12     0.01    0.36   0.32   0.80
dm-0              0.01     4.27   10.02   14.64   857.51   568.68    57.83     0.01    0.39   0.34   0.84
dm-3              0.00     0.00    0.11    0.00     2.36     0.00    21.54     0.00    0.16   0.13   0.00
dm-4              0.00     0.00    9.69   18.91   853.38   568.68    49.72     0.02    0.68   0.29   0.82
dm-5              0.00     0.00    0.43    0.11     3.42     0.88     8.00     0.00    0.59   0.05   0.00
dm-6              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.01     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    3.03     0.76    24.21     8.23     0.01    3.02   0.23   0.07
dm-9              0.00     0.00    9.60   15.88   851.87   544.47    54.80     0.01    0.40   0.30   0.76
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 07:55:03 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   10.34   14.61   857.96   567.08    57.10     0.01    0.36   0.32   0.80
dm-0              0.01     4.26    9.99   14.61   855.04   567.08    57.81     0.01    0.39   0.34   0.84
dm-3              0.00     0.00    0.11    0.00     2.35     0.00    21.50     0.00    0.16   0.13   0.00
dm-4              0.00     0.00    9.66   18.87   850.91   567.08    49.69     0.02    0.68   0.29   0.82
dm-5              0.00     0.00    0.43    0.11     3.41     0.88     8.00     0.00    0.59   0.05   0.00
dm-6              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.01     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    3.03     0.76    24.21     8.23     0.01    3.02   0.23   0.07
dm-9              0.00     0.00    9.57   15.85   849.41   542.86    54.78     0.01    0.40   0.30   0.76
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 08:00:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   10.31   14.58   855.49   565.51    57.08     0.01    0.36   0.32   0.80
dm-0              0.01     4.26    9.96   14.58   852.57   565.51    57.79     0.01    0.39   0.34   0.84
dm-3              0.00     0.00    0.11    0.00     2.35     0.00    21.46     0.00    0.16   0.13   0.00
dm-4              0.00     0.00    9.63   18.84   848.46   565.51    49.66     0.02    0.68   0.29   0.82
dm-5              0.00     0.00    0.42    0.11     3.40     0.88     8.00     0.00    0.59   0.05   0.00
dm-6              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.01     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    3.03     0.76    24.22     8.23     0.01    3.01   0.23   0.07
dm-9              0.00     0.00    9.54   15.81   846.95   541.29    54.76     0.01    0.40   0.30   0.76
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 08:05:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   10.28   14.55   853.02   563.95    57.06     0.01    0.36   0.32   0.79
dm-0              0.01     4.26    9.92   14.55   850.10   563.95    57.77     0.01    0.39   0.34   0.84
dm-3              0.00     0.00    0.11    0.00     2.34     0.00    21.42     0.00    0.16   0.13   0.00
dm-4              0.00     0.00    9.60   18.81   845.99   563.95    49.62     0.02    0.68   0.29   0.82
dm-5              0.00     0.00    0.42    0.11     3.39     0.88     8.00     0.00    0.59   0.05   0.00
dm-6              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.01     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    3.03     0.75    24.24     8.23     0.01    3.01   0.23   0.07
dm-9              0.00     0.00    9.51   15.78   844.49   539.71    54.74     0.01    0.40   0.30   0.76
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 08:10:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   10.25   14.52   850.58   562.41    57.03     0.01    0.36   0.32   0.79
dm-0              0.01     4.26    9.89   14.52   847.67   562.41    57.75     0.01    0.39   0.34   0.83
dm-3              0.00     0.00    0.11    0.00     2.33     0.00    21.38     0.00    0.16   0.13   0.00
dm-4              0.00     0.00    9.57   18.78   843.57   562.41    49.59     0.02    0.68   0.29   0.82
dm-5              0.00     0.00    0.42    0.11     3.37     0.87     8.00     0.00    0.59   0.05   0.00
dm-6              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.01     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    3.03     0.75    24.25     8.23     0.01    3.01   0.23   0.07
dm-9              0.00     0.00    9.48   15.75   842.07   538.16    54.72     0.01    0.40   0.30   0.75
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 08:15:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   10.22   14.49   848.20   560.85    57.02     0.01    0.36   0.32   0.79
dm-0              0.01     4.25    9.86   14.49   845.29   560.85    57.73     0.01    0.39   0.34   0.83
dm-3              0.00     0.00    0.11    0.00     2.32     0.00    21.36     0.00    0.16   0.13   0.00
dm-4              0.00     0.00    9.54   18.74   841.20   560.85    49.56     0.02    0.68   0.29   0.82
dm-5              0.00     0.00    0.42    0.11     3.36     0.87     8.00     0.00    0.59   0.05   0.00
dm-6              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.01     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    3.03     0.75    24.25     8.23     0.01    3.01   0.23   0.07
dm-9              0.00     0.00    9.45   15.71   839.70   536.60    54.70     0.01    0.40   0.30   0.75
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 08:20:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   10.19   14.46   845.83   559.35    56.99     0.01    0.36   0.32   0.79
dm-0              0.01     4.25    9.84   14.46   842.92   559.35    57.71     0.01    0.39   0.34   0.83
dm-3              0.00     0.00    0.11    0.00     2.32     0.00    21.32     0.00    0.16   0.13   0.00
dm-4              0.00     0.00    9.51   18.71   838.84   559.35    49.53     0.02    0.68   0.29   0.81
dm-5              0.00     0.00    0.42    0.11     3.35     0.87     8.00     0.00    0.59   0.05   0.00
dm-6              0.00     0.00    0.00    0.00     0.03     0.00     8.00     0.00    0.07   0.07   0.00
dm-7              0.00     0.00    0.00    0.00     0.01     0.00     3.12     0.00    0.48   0.15   0.00
dm-8              0.00     0.00    0.01    3.03     0.75    24.26     8.23     0.01    3.01   0.23   0.07
dm-9              0.00     0.00    9.42   15.68   837.34   535.08    54.68     0.01    0.40   0.30   0.75
dm-1              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00
dm-2              0.00     0.00    0.07    0.00     0.54     0.00     8.00     0.00    0.11   0.11   0.00

05/17/13 08:25:02 AM

Device:         rrqm/s   wrqm/s     r/s     w/s   rsec/s   wsec/s avgrq-sz avgqu-sz   await  svctm  %util
sda               0.00     0.00   10.16   14.43   843.44   557.81    56.97     0.01    0.36   0.32   0.79
dm-0              0.01     4.25    9.81   14.43   840.53   557.81    57.69     0.01    0.39   0.34   0.83
dm-3              0.00     0.00    0.11    0.00     2.31     0.00    21.29     0.00    0.16   0.13   0.00
dm-4              0.00     0.00    9.48   18.68   836.45   557.81    49.50     0.02    0.68   0.29   0.81
dm-5              0.00     0.00    0.42    0.11     3.34     0.87     8.00     0.00    0.59   0.05   0.00
